gene	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox
ENSG00000104755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000134007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259158	0.1	0.71	0.0	0.0	0.0	0.21	1.64	0.0	0.51	0.66
ENSG00000139985	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.08	0.25
ENSG00000235812	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008277	1.91	2.48	1.71	2.16	1.83	1.45	7.82	1.94	4.17	1.2
ENSG00000114948	11.58	16.7	13.18	8.5	5.92	13.87	14.2	1.91	5.52	10.46
ENSG00000042980	0.0	0.92	4.74	0.0	0.0	0.0	2.04	1.07	0.42	0.62
ENSG00000168594	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0
ENSG00000134249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0
ENSG00000197140	0.0	1.5	0.19	0.0	0.0	0.0	0.65	0.33	0.33	1.22
ENSG00000149451	0.0	0.49	0.0	0.0	0.0	0.18	0.1	0.11	0.05	0.58
ENSG00000197475	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.18	0.0
ENSG00000196115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000271968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000069206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000151651	0.1	0.95	3.46	0.0	0.0	1.14	1.24	4.58	1.9	0.0
ENSG00000168615	25.03	54.79	58.88	14.56	53.03	30.78	57.84	24.54	18.99	24.54
ENSG00000134028	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154734	11.76	36.65	23.65	32.53	29.95	11.18	50.35	17.23	12.31	33.37
ENSG00000142303	21.83	23.74	10.22	34.51	9.92	27.74	38.26	3.68	20.45	20.91
ENSG00000151388	3.07	29.9	14.09	1.33	4.2	10.36	41.69	1.44	1.38	1.6
ENSG00000160323	0.3	5.86	2.35	0.0	0.54	2.0	8.51	1.24	1.04	0.71
ENSG00000138316	0.0	1.18	0.17	0.0	0.0	0.0	0.33	0.0	0.0	0.0
ENSG00000166106	0.93	1.43	0.64	0.23	0.76	4.71	2.11	0.16	0.62	0.23
ENSG00000145536	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0
ENSG00000140470	1.25	0.79	0.14	2.11	2.19	0.05	0.06	0.14	0.49	0.96
ENSG00000140873	0.44	0.4	0.64	0.0	0.24	0.37	0.65	0.38	0.45	0.56
ENSG00000145808	1.26	0.05	2.69	0.13	0.0	0.24	0.76	0.61	0.22	0.91
ENSG00000087116	0.56	0.29	1.07	0.0	0.11	0.23	2.11	0.66	0.51	0.33
ENSG00000173157	0.1	0.0	0.12	1.15	0.0	0.38	0.61	0.16	0.31	0.0
ENSG00000156140	21.7	8.39	11.79	20.27	6.34	24.65	6.35	13.59	17.02	4.75
ENSG00000158859	13.68	73.64	14.82	28.85	95.57	13.45	66.73	1.03	5.47	38.04
ENSG00000154736	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.41
ENSG00000049192	1.92	3.17	2.67	0.63	0.0	3.71	2.51	1.53	0.78	0.27
ENSG00000136378	8.08	19.73	14.06	5.29	6.96	12.51	24.61	5.9	9.3	6.85
ENSG00000134917	0.0	0.26	0.19	0.0	0.0	0.0	0.1	0.12	0.0	0.0
ENSG00000163638	75.2	119.15	87.27	95.03	61.55	130.07	126.27	7.16	86.34	32.38
ENSG00000241684	0.0	4.56	0.0	0.0	1.14	0.0	1.76	0.0	0.0	0.9
ENSG00000178031	0.37	0.65	0.44	0.0	0.19	0.0	0.0	0.0	0.14	0.08
ENSG00000197859	26.06	17.54	1.36	10.55	5.86	34.2	26.01	0.52	7.95	11.78
ENSG00000156218	0.0	0.06	0.57	0.09	0.15	0.0	0.29	0.24	0.06	0.0
ENSG00000143382	1.32	0.25	7.16	0.0	1.37	0.0	1.35	12.0	2.15	0.23
ENSG00000185761	0.52	0.49	0.19	3.04	0.89	0.15	0.39	0.24	0.38	1.17
ENSG00000105963	0.76	2.29	3.41	1.73	0.0	2.17	0.61	2.33	1.92	0.29
ENSG00000184060	0.81	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.08	0.0
ENSG00000160710	68.41	107.37	83.5	67.48	84.36	81.54	73.48	72.72	81.4	61.62
ENSG00000197381	6.5	11.23	9.54	9.53	23.95	8.65	13.33	6.21	9.74	18.1
ENSG00000185736	0.85	2.2	0.32	0.41	0.09	0.26	2.99	0.05	0.03	0.5
ENSG00000205696	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000065457	10.96	27.48	11.69	6.48	10.11	14.11	20.09	8.91	12.21	17.33
ENSG00000189007	5.67	12.59	10.44	10.66	8.79	5.31	16.75	8.97	8.14	9.16
ENSG00000213638	0.0	0.0	0.87	5.62	0.0	0.0	2.7	0.29	0.28	0.42
ENSG00000142920	2.17	1.44	2.18	1.84	0.0	1.3	5.08	0.21	1.74	1.23
ENSG00000063761	1.46	4.33	6.46	2.7	3.05	2.82	3.35	8.92	5.29	2.1
ENSG00000133597	3.63	6.84	5.72	4.81	1.84	1.2	7.09	5.15	1.32	2.26
ENSG00000163050	9.06	4.44	27.23	16.16	7.91	15.34	13.36	32.07	23.82	11.6
ENSG00000123815	7.01	14.48	12.66	7.76	8.32	7.99	14.83	10.9	8.49	5.81
ENSG00000173137	4.86	3.96	4.23	14.04	5.02	7.42	11.33	7.39	6.28	3.42
ENSG00000164742	1.23	4.97	1.02	1.58	5.66	0.73	2.89	0.54	2.06	5.0
ENSG00000143199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.04	0.0
ENSG00000161912	0.91	0.63	0.47	0.0	0.08	0.61	0.15	1.18	0.15	0.05
ENSG00000078295	0.37	1.5	0.15	1.0	0.46	0.44	0.05	0.07	0.2	0.0
ENSG00000138031	11.72	10.98	10.09	8.87	3.35	16.59	9.79	2.94	5.82	7.22
ENSG00000129467	1.72	35.43	15.48	5.44	8.55	3.66	32.13	1.05	3.82	8.16
ENSG00000173175	0.74	1.4	0.54	0.13	0.42	0.24	0.96	0.07	0.04	0.26
ENSG00000174233	9.88	31.89	13.48	20.3	9.81	12.37	26.7	9.0	15.41	14.16
ENSG00000121281	5.7	5.66	21.28	4.19	7.7	7.44	7.62	33.06	11.13	4.61
ENSG00000155897	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0
ENSG00000162104	2.18	4.46	2.75	2.13	4.25	3.65	7.36	2.3	2.38	4.51
ENSG00000141433	0.09	0.3	1.75	0.0	0.0	0.0	1.34	8.71	0.0	0.0
ENSG00000078549	0.0	0.81	3.12	0.0	0.28	0.0	0.55	0.0	0.03	0.0
ENSG00000087274	138.44	168.56	126.62	138.99	130.44	139.38	193.18	71.85	114.3	129.68
ENSG00000075340	11.84	31.07	4.77	9.34	10.49	32.32	16.63	3.65	3.42	19.05
ENSG00000148700	98.59	317.76	125.12	99.92	176.76	106.62	291.81	57.59	54.96	187.7
ENSG00000118492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0
ENSG00000187758	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196616	0.33	0.18	0.93	0.0	0.14	0.15	0.4	0.0	0.0	0.0
ENSG00000248144	0.0	0.17	0.12	0.0	0.0	0.37	0.0	0.0	0.15	0.0
ENSG00000198099	1.5	2.44	0.37	1.5	1.22	0.88	1.45	0.46	2.15	0.76
ENSG00000197894	169.12	138.72	141.63	115.79	131.84	144.55	134.24	118.91	128.41	122.29
ENSG00000172955	0.0	0.0	0.77	0.49	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000147576	3.92	2.31	3.54	0.0	0.0	0.67	3.79	1.44	0.24	1.06
ENSG00000182551	28.69	7.86	50.61	44.69	34.3	35.48	19.34	42.09	53.69	38.23
ENSG00000182035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000181092	0.13	0.78	0.05	1.14	0.88	1.04	0.0	0.0	0.09	0.57
ENSG00000226482	0.0	0.09	0.53	0.96	0.82	0.0	0.65	0.0	0.07	0.0
ENSG00000159346	47.15	45.34	51.33	77.6	106.23	51.8	35.01	60.13	42.19	88.9
ENSG00000006831	69.75	47.84	60.82	55.44	59.88	67.52	61.59	83.78	73.37	51.91
ENSG00000148671	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000156110	27.0	13.44	46.45	40.7	17.1	30.58	18.31	44.55	36.26	19.33
ENSG00000148926	1.86	15.22	18.47	21.07	112.93	5.52	21.99	0.95	16.86	105.76
ENSG00000128165	3.56	2.77	0.26	1.77	1.58	4.44	1.75	0.95	1.89	0.63
ENSG00000224420	0.0	0.11	2.42	0.0	0.0	2.69	0.0	2.78	0.63	1.27
ENSG00000101126	53.5	74.36	55.78	57.19	46.92	67.61	77.19	61.34	55.21	41.35
ENSG00000101544	24.28	18.99	20.09	22.17	30.8	27.12	21.69	19.32	18.25	15.91
ENSG00000181915	7.48	5.47	10.39	12.46	21.37	10.65	9.78	8.4	5.81	11.03
ENSG00000163485	0.96	3.57	1.71	2.65	11.52	3.07	6.43	0.16	0.64	6.99
ENSG00000128271	26.0	21.42	6.9	60.58	38.98	32.47	17.62	4.74	34.38	30.41
ENSG00000178803	0.51	0.83	0.7	0.0	0.0	0.0	1.84	0.26	0.0	0.0
ENSG00000170425	30.94	11.32	15.76	9.57	9.32	18.06	9.52	31.99	15.46	9.29
ENSG00000121933	0.0	0.0	1.24	0.0	0.0	0.0	0.0	1.19	0.1	0.0
ENSG00000159322	35.1	24.86	76.68	60.04	69.88	45.85	28.39	51.98	40.37	52.12
ENSG00000260898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000144843	3.07	5.58	5.33	6.95	7.23	2.45	6.08	6.38	2.77	4.05
ENSG00000153531	0.0	0.0	2.08	1.58	1.93	0.0	1.69	0.0	0.13	1.58
ENSG00000116863	45.2	82.88	59.8	80.99	45.3	44.56	65.59	33.9	35.91	89.73
ENSG00000170222	11.06	14.67	6.92	6.69	7.03	6.52	14.29	8.42	8.63	8.92
ENSG00000120907	0.76	4.57	0.96	2.83	5.6	0.72	1.01	0.32	0.55	1.71
ENSG00000170214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
ENSG00000150594	21.04	0.93	1.08	18.47	9.85	15.55	3.1	11.53	28.14	12.14
ENSG00000274286	0.54	1.03	0.0	0.0	0.0	0.29	0.76	0.0	0.07	0.2
ENSG00000184160	0.46	1.98	0.0	0.0	0.37	0.48	0.18	0.0	0.34	0.0
ENSG00000043591	0.0	0.0	1.16	0.18	0.52	0.0	0.0	0.16	0.0	0.23
ENSG00000169252	0.15	0.0	2.16	5.26	6.07	0.93	1.23	0.89	3.07	4.27
ENSG00000188778	0.45	1.14	0.0	1.01	0.0	0.0	0.0	0.0	0.16	0.0
ENSG00000173020	55.25	106.57	85.56	62.61	62.78	69.18	74.45	80.68	79.87	67.4
ENSG00000100077	4.36	9.7	9.34	5.2	5.86	5.88	4.77	9.33	5.52	2.69
ENSG00000130706	234.96	164.89	201.73	279.47	136.85	222.12	163.18	131.09	258.6	210.23
ENSG00000239900	141.14	108.42	167.64	211.21	108.42	128.01	123.21	211.3	163.78	106.42
ENSG00000035687	92.35	90.99	153.85	112.04	186.71	112.82	102.39	118.82	103.44	109.12
ENSG00000185100	5.1	8.74	5.96	0.0	0.0	4.89	9.43	4.14	5.5	0.77
ENSG00000111863	1.65	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.12	0.0
ENSG00000106624	67.75	75.71	63.33	58.38	20.79	85.91	73.32	42.1	42.17	23.02
ENSG00000139154	10.99	13.05	15.01	13.52	21.69	8.4	11.4	10.68	9.67	10.02
ENSG00000181026	29.92	47.6	35.84	51.5	51.19	26.34	32.37	30.92	51.35	42.21
ENSG00000104964	97.1	84.47	72.64	91.0	70.7	137.01	124.7	62.32	57.85	108.6
ENSG00000196526	14.87	29.4	15.32	4.64	28.24	13.77	23.26	6.08	10.56	21.25
ENSG00000272620	0.15	0.34	0.17	0.0	0.22	0.0	0.16	0.09	0.11	0.0
ENSG00000157510	67.19	644.95	99.04	162.42	394.21	50.93	392.88	20.92	111.87	363.61
ENSG00000169129	17.07	24.13	12.91	6.51	6.44	16.48	21.87	1.24	5.79	4.67
ENSG00000172493	19.82	51.62	39.48	34.26	97.05	25.01	53.81	23.22	21.2	54.1
ENSG00000155966	1.09	1.12	0.83	0.21	2.35	1.28	0.94	0.14	1.51	2.24
ENSG00000144218	0.31	0.81	0.8	0.5	0.42	0.91	0.35	0.38	0.32	0.31
ENSG00000072364	26.49	41.52	23.71	36.41	55.27	37.64	45.23	18.12	21.28	39.68
ENSG00000223959	26.48	21.72	16.59	42.2	15.06	24.78	18.92	21.03	26.4	23.36
ENSG00000141385	107.44	162.13	225.4	153.18	66.58	113.48	136.35	173.81	217.61	128.7
ENSG00000079557	0.15	0.0	0.18	0.0	0.0	0.16	0.0	0.0	0.0	0.0
ENSG00000183077	30.46	99.65	44.66	37.55	37.73	18.93	54.88	24.92	30.75	26.76
ENSG00000081051	2.48	5.01	1479.27	2.31	1.79	2.02	23.44	4.23	1.43	1.98
ENSG00000119844	12.91	17.29	15.96	19.52	27.71	15.38	19.52	18.47	10.93	17.05
ENSG00000038002	12.56	8.03	14.26	14.9	13.69	9.0	5.83	9.5	5.61	8.94
ENSG00000157985	12.58	24.93	5.49	13.87	11.77	15.56	14.94	17.04	32.7	9.23
ENSG00000271880	0.0	0.0	0.06	0.0	0.0	0.0	2.03	0.17	0.83	0.0
ENSG00000135439	0.05	0.59	3.68	1.9	0.22	0.19	0.0	1.74	3.31	1.15
ENSG00000133612	81.25	243.12	71.54	101.48	80.4	105.2	212.02	74.72	108.59	97.64
ENSG00000188234	10.5	4.12	0.0	0.0	0.0	2.08	20.44	3.35	5.88	3.29
ENSG00000172650	4.21	12.8	2.16	5.22	0.58	6.78	1.85	6.84	6.32	2.73
ENSG00000204149	6.69	20.03	21.31	7.96	9.92	11.29	40.03	12.1	14.96	9.94
ENSG00000264204	4.24	20.15	2.47	0.4	2.39	10.04	16.73	3.76	2.22	6.7
ENSG00000188234	0.0	5.37	4.86	0.0	4.68	0.0	0.0	0.01	0.0	0.0
ENSG00000204172	9.8	27.12	7.79	3.53	3.43	7.77	1.35	8.37	9.98	4.76
ENSG00000166748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000165923	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000146856	1.08	2.71	0.84	0.0	1.63	1.06	0.5	1.01	1.75	1.69
ENSG00000186094	0.0	0.56	0.06	0.0	0.0	0.0	0.0	0.0	0.07	0.0
ENSG00000084693	29.59	42.58	24.07	28.23	22.48	43.77	45.35	34.03	36.0	15.38
ENSG00000204305	15.36	126.12	17.87	14.07	8.81	19.25	70.28	17.71	7.26	28.36
ENSG00000173744	16.34	20.9	18.58	22.92	25.5	25.93	24.56	15.96	12.53	19.25
ENSG00000106351	1.64	17.76	7.83	5.63	18.05	1.75	21.54	3.52	2.88	17.98
ENSG00000164252	23.21	21.09	36.51	22.15	21.43	27.36	19.88	29.4	25.68	21.11
ENSG00000006530	17.62	21.29	29.61	16.38	17.67	16.51	14.57	27.91	21.61	22.51
ENSG00000162688	7.58	17.49	18.65	5.83	11.78	11.72	16.85	11.61	12.93	18.48
ENSG00000116771	1.09	0.54	5.18	1.17	1.11	0.37	4.01	2.51	3.45	0.37
ENSG00000187546	0.73	0.7	0.21	0.0	0.14	0.0	2.08	0.34	0.29	1.08
ENSG00000092847	10.04	11.6	14.9	14.13	22.64	8.95	11.36	11.63	10.82	16.27
ENSG00000123908	4.45	16.91	7.92	10.8	16.17	5.8	9.38	8.69	13.11	8.9
ENSG00000126070	6.2	12.42	2.99	3.14	2.55	7.2	10.58	3.8	7.25	6.27
ENSG00000134698	17.99	35.82	15.27	15.42	33.37	24.12	37.31	8.76	9.04	20.9
ENSG00000204310	49.0	73.35	71.72	61.43	121.9	61.31	70.64	74.0	55.31	82.42
ENSG00000169692	12.57	3.47	65.07	19.67	0.76	22.02	7.7	20.34	18.22	2.62
ENSG00000160216	4.3	7.8	7.21	4.72	1.11	4.45	7.02	10.84	3.05	2.76
ENSG00000026652	22.57	30.25	12.9	15.19	28.48	22.42	30.12	11.31	12.3	21.94
ENSG00000279355	0.66	0.0	0.0	0.0	0.0	0.34	3.99	1.47	0.85	4.22
ENSG00000155189	36.69	23.89	42.94	60.23	55.32	37.9	21.82	44.69	42.15	45.65
ENSG00000158669	46.71	60.54	45.49	53.94	60.03	58.26	70.0	49.58	51.31	67.09
ENSG00000138678	0.79	3.48	12.83	3.29	16.39	0.24	2.98	1.37	1.52	4.31
ENSG00000188266	0.0	0.4	3.68	0.0	0.0	0.0	0.0	0.55	1.37	0.0
ENSG00000018510	29.89	18.45	41.78	44.45	67.69	32.35	25.1	33.79	35.62	41.57
ENSG00000106541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7
ENSG00000173467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188157	26.07	185.92	73.63	20.03	27.47	27.93	191.03	19.44	30.54	21.1
ENSG00000159723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000255769	18.57	54.67	6.82	10.6	10.48	8.11	30.9	5.31	13.63	1.17
ENSG00000135744	0.34	0.93	25.48	0.0	0.14	0.0	1.79	1.92	0.0	0.26
ENSG00000135049	30.21	53.36	32.89	36.21	26.17	34.34	55.9	28.45	23.39	31.41
ENSG00000144891	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180772	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177674	28.07	20.91	27.61	29.47	10.58	38.11	31.79	16.3	23.72	6.69
ENSG00000172482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000113492	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164089	0.0	0.12	0.09	0.0	0.0	0.32	0.0	0.23	0.0	0.0
ENSG00000175309	10.77	19.45	11.75	10.67	8.15	14.61	14.95	10.79	6.89	11.0
ENSG00000153207	29.15	33.83	35.67	31.6	34.4	34.0	31.64	34.81	37.54	31.62
ENSG00000101444	209.14	150.57	376.04	177.16	109.43	207.0	212.11	288.22	259.91	155.26
ENSG00000168710	84.13	91.31	68.25	84.18	62.59	84.43	86.12	73.87	78.31	66.16
ENSG00000158467	5.87	21.05	9.64	7.24	9.11	4.73	16.17	8.21	4.87	4.29
ENSG00000126705	6.28	8.53	8.21	6.79	3.75	6.02	12.18	4.92	8.21	4.05
ENSG00000135541	4.94	14.84	6.39	13.41	5.12	11.79	8.61	5.38	8.88	3.08
ENSG00000124942	58.59	171.88	33.0	28.93	137.26	55.96	104.98	12.52	44.71	76.91
ENSG00000185567	0.7	0.63	0.29	0.07	0.25	0.19	0.17	0.14	0.29	0.25
ENSG00000106546	4.96	9.19	20.21	4.77	14.96	5.16	18.74	3.44	3.44	18.34
ENSG00000063438	0.94	2.0	0.68	0.0	1.13	0.11	3.7	0.4	0.35	0.24
ENSG00000100591	329.89	122.89	379.45	345.96	192.17	273.02	142.18	435.5	328.38	231.83
ENSG00000173209	103.68	274.41	53.02	74.66	38.74	128.51	280.11	75.72	55.51	55.89
ENSG00000145192	0.0	0.62	121.08	0.43	0.47	0.61	0.23	0.29	0.14	0.0
ENSG00000169877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.46	0.0	0.0
ENSG00000111732	0.44	1.27	0.07	0.0	0.0	0.23	1.6	0.12	0.16	0.54
ENSG00000186063	176.72	155.23	109.52	186.54	396.79	193.93	160.72	75.28	95.37	184.21
ENSG00000204472	7.73	20.77	223.26	0.0	0.49	13.53	32.06	268.69	40.96	14.43
ENSG00000126878	6.54	22.23	3.42	2.56	10.71	6.51	17.89	1.6	4.54	10.05
ENSG00000156709	85.68	97.43	105.56	80.91	69.66	74.24	90.52	157.14	141.03	92.0
ENSG00000042286	1.87	1.5	0.9	5.16	2.83	1.56	2.19	1.1	3.75	1.74
ENSG00000183773	0.0	0.63	0.0	0.0	0.0	0.27	1.24	2.74	0.1	1.16
ENSG00000146416	5.48	13.65	18.97	7.36	13.6	6.02	14.14	12.57	4.09	5.4
ENSG00000112297	0.18	0.48	1.5	0.0	0.12	0.36	0.48	0.0	0.0	0.99
ENSG00000176092	0.0	0.14	0.4	0.25	0.0	0.06	0.67	0.0	0.13	0.0
ENSG00000163568	2.02	3.14	1.44	13.7	3.23	4.74	9.51	0.31	4.72	12.33
ENSG00000164022	45.94	51.96	53.9	40.79	68.11	51.7	48.76	57.9	57.06	37.67
ENSG00000106305	67.48	34.03	91.69	111.56	53.91	63.41	43.69	91.49	105.22	69.48
ENSG00000110711	28.93	65.45	39.33	26.59	26.48	31.07	36.07	45.2	37.86	32.67
ENSG00000129221	0.54	1.3	1.08	0.39	0.95	0.11	0.0	0.33	0.79	2.1
ENSG00000160224	0.45	0.73	0.01	1.74	0.36	0.21	3.51	0.16	0.46	0.0
ENSG00000268257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196581	0.05	1.24	0.1	1.4	0.25	0.0	2.07	0.31	0.32	2.08
ENSG00000129474	11.1	10.13	8.94	8.1	13.51	12.27	4.35	1.27	7.11	9.99
ENSG00000106992	32.38	30.97	28.98	46.09	32.17	38.27	39.82	17.6	38.22	46.72
ENSG00000004455	77.12	89.89	213.61	120.76	105.01	65.83	86.11	220.35	152.33	115.69
ENSG00000147853	14.36	23.15	33.14	30.88	17.74	16.23	25.4	33.71	27.19	15.76
ENSG00000162433	6.1	9.26	13.23	0.86	1.3	3.52	8.73	8.02	0.26	0.96
ENSG00000154027	0.27	0.0	0.05	0.6	0.11	0.0	0.21	0.0	0.0	0.0
ENSG00000140057	2.14	10.1	1.48	0.6	1.2	1.42	5.11	5.43	1.34	0.6
ENSG00000165695	0.56	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.42	0.0
ENSG00000121057	22.99	31.71	67.82	34.32	37.89	25.24	22.8	60.76	58.48	35.03
ENSG00000108599	10.26	18.21	13.25	18.48	19.17	11.32	17.94	16.32	14.68	11.42
ENSG00000023516	12.01	15.76	16.68	22.31	33.67	17.16	15.06	13.26	21.12	17.0
ENSG00000131016	260.26	213.14	66.3	184.91	592.02	149.98	129.87	30.48	247.73	310.44
ENSG00000170776	82.91	98.54	33.52	75.57	78.59	88.05	89.09	26.24	87.11	75.28
ENSG00000186471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197976	82.47	215.02	91.16	75.79	101.48	81.78	115.07	82.11	101.83	79.48
ENSG00000241978	139.25	341.84	107.84	140.57	443.17	131.47	240.42	44.04	74.52	252.65
ENSG00000111254	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32
ENSG00000147081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179841	7.9	5.89	1.48	5.05	6.2	9.52	9.69	0.85	2.46	2.84
ENSG00000151320	1.09	0.25	0.28	0.38	0.58	0.74	0.64	0.13	0.51	0.32
ENSG00000118507	6.34	4.75	12.16	1.35	6.9	7.48	7.87	6.12	6.28	5.69
ENSG00000105127	50.53	53.83	63.45	67.2	51.76	59.99	46.07	50.32	79.75	46.78
ENSG00000011243	58.36	155.21	58.27	58.97	31.86	74.26	118.46	63.28	68.17	40.25
ENSG00000127914	11.5	46.04	16.03	10.76	15.92	11.88	31.15	15.72	25.21	14.42
ENSG00000155085	1.64	8.96	4.56	6.0	3.31	5.63	6.28	3.15	3.26	8.93
ENSG00000166452	29.93	54.46	30.29	47.42	125.18	32.16	38.98	24.99	72.79	102.41
ENSG00000174574	161.01	126.24	163.89	278.78	399.57	183.97	131.76	171.98	192.03	202.71
ENSG00000135334	26.17	15.58	22.59	24.0	29.62	26.88	22.27	21.57	23.42	24.68
ENSG00000106948	8.44	8.94	10.85	5.81	9.74	7.49	9.86	4.39	6.05	5.85
ENSG00000162641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000117448	64.53	140.35	129.56	29.9	37.16	84.9	123.03	77.99	72.7	59.99
ENSG00000085662	73.11	49.69	75.77	98.16	69.7	82.67	47.98	68.4	113.07	108.32
ENSG00000198074	0.0	0.0	2.75	0.0	0.0	0.0	1.45	0.0	0.0	0.8
ENSG00000227471	1.27	0.6	0.38	0.0	0.43	0.59	0.0	1.68	0.42	0.42
ENSG00000187134	38.96	10.8	25.46	35.04	6.14	36.14	34.82	109.97	33.17	8.78
ENSG00000151632	2.31	2.67	5.24	6.9	0.0	4.13	16.77	5.56	0.62	0.69
ENSG00000196139	38.37	10.83	9.04	11.56	6.99	59.76	17.39	2.66	4.94	7.18
ENSG00000198610	0.87	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.89	0.0
ENSG00000151631	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.65	0.0	0.75
ENSG00000264006	0.56	0.11	0.66	0.95	0.0	0.0	0.5	0.42	0.0	0.0
ENSG00000122787	0.47	0.24	7.27	0.0	0.0	0.85	1.72	0.0	0.59	0.52
ENSG00000165568	1.84	1.04	0.53	0.83	1.65	1.16	3.11	0.34	0.0	0.0
ENSG00000053371	19.77	22.72	28.82	14.97	12.66	17.19	19.22	9.83	14.6	24.25
ENSG00000229020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162482	0.0	4.09	0.73	0.0	0.0	0.0	1.19	0.37	0.73	0.0
ENSG00000211454	1.0	1.2	1.14	0.0	0.0	2.94	1.07	0.0	0.42	0.32
ENSG00000142208	220.48	244.98	259.84	213.06	309.31	248.9	243.63	196.87	244.79	238.87
ENSG00000204673	46.19	15.62	33.84	53.31	34.63	46.9	17.93	41.23	36.8	30.55
ENSG00000105221	24.6	18.14	21.06	12.65	12.52	27.13	16.74	21.06	14.63	10.37
ENSG00000117020	21.75	79.52	16.81	21.75	55.44	26.05	47.9	13.9	30.63	30.9
ENSG00000166971	7.57	16.55	9.15	12.42	30.19	7.91	18.42	7.21	7.23	20.4
ENSG00000148218	9.05	45.1	22.83	11.69	18.14	9.84	33.09	28.29	11.06	15.0
ENSG00000023330	33.57	41.36	49.31	27.05	30.03	30.76	38.77	26.94	31.28	20.87
ENSG00000158578	0.93	0.0	7.75	0.0	0.0	0.0	0.0	122.8	3.46	0.0
ENSG00000163631	3.69	5.16	13.23	4.76	6.63	4.07	4.61	5.42	4.96	4.17
